DATE,datealt,factor1,factor2
1975-12-31,1976.0,11.017227979364083,-1.5752021460863599
1976-03-31,1976.25,2.7019243474674095,0.48873105874648537
1976-06-30,1976.5,-1.4143196157455935,-0.5719601214819561
1976-09-30,1976.75,5.951881672352322,-1.4229958944438648
1976-12-31,1977.0,10.805244016797479,0.11960729586231057
1977-03-31,1977.25,-7.113004823549541,-0.27847284780469944
1977-06-30,1977.5,2.6465872389403784,0.36133680894227227
1977-09-30,1977.75,-3.957471347572775,1.8384304593843668
1977-12-31,1978.0,-5.496859806098414,-0.5688732723232877
1978-03-31,1978.25,-4.705414532420587,-0.43183332059128815
1978-06-30,1978.5,-6.631356385875628,0.3233123177265357
1978-09-30,1978.75,0.25218574383322645,0.5901109213705791
1978-12-31,1979.0,-10.532094755463465,2.5478248843630467
1979-03-31,1979.25,-0.20645498373223456,-0.8991128677730293
1979-06-30,1979.5,3.7467380858328587,-0.811553539519225
1979-09-30,1979.75,-10.872317121340506,1.9665960832460154
1979-12-31,1980.0,-11.796488073645234,-0.7814852240936302
1980-03-31,1980.25,-30.739929747465624,1.4619326768754375
1980-06-30,1980.5,38.43204858484776,-6.396421495415905
1980-09-30,1980.75,-25.30886320950265,1.8093478208236793
1980-12-31,1981.0,-6.80455969252614,2.2505782026667993
1981-03-31,1981.25,-9.313862103652605,-0.3210354608805463
1981-06-30,1981.5,-10.463156360829677,1.8422270727384844
1981-09-30,1981.75,-22.10555824762431,-0.8385828721119415
1981-12-31,1982.0,21.596045847350457,-2.3425031328345534
1982-03-31,1982.25,-1.9801317627253907,1.8156440631542115
1982-06-30,1982.5,-2.7283968193437946,-0.2046715673627398
1982-09-30,1982.75,29.98595861687248,-1.9844164576742844
1982-12-31,1983.0,15.743615991520146,-1.3631956743215348
1983-03-31,1983.25,-1.1791921753768926,-0.48609421751401627
1983-06-30,1983.5,-3.6115061706522162,-0.2974562550034776
1983-09-30,1983.75,-3.1953437112296594,-0.9023054751826921
1983-12-31,1984.0,-3.0347284770672793,-1.0847630699595663
1984-03-31,1984.25,-6.820642781708136,-0.833361263452495
1984-06-30,1984.5,-13.493657604653556,-0.321087788943036
1984-09-30,1984.75,14.647794961890856,1.814660705185769
1984-12-31,1985.0,13.916101574155675,-3.486029070249994
1985-03-31,1985.25,-1.2295600792847987,-0.13735393569991636
1985-06-30,1985.5,18.03891940751995,-0.6662975293116133
1985-09-30,1985.75,0.06245666528570058,-1.2861650326207943
1985-12-31,1986.0,15.375396443467771,3.189583635595254
1986-03-31,1986.25,18.3786697342932,7.233882640097294
1986-06-30,1986.5,-1.5710142106522196,-1.1895339539660141
1986-09-30,1986.75,1.3294686380810292,-3.5613461647511966
1986-12-31,1987.0,3.618091802949976,0.7153155000718284
1987-03-31,1987.25,-1.596820006292741,0.26985211814212745
1987-06-30,1987.5,-9.998489810077213,-1.143560616476886
1987-09-30,1987.75,-13.105246318750298,-2.340036997367883
1987-12-31,1988.0,11.110297197181682,1.017590329171832
1988-03-31,1988.25,4.4362911230064,-0.8299408362823707
1988-06-30,1988.5,-3.043530091344948,0.9961445443419358
1988-09-30,1988.75,-1.500486069538734,1.203306418069291
1988-12-31,1989.0,-4.8169048525258225,2.706076890289195
1989-03-31,1989.25,-4.340984865566502,1.615335051200111
1989-06-30,1989.5,15.259528125191217,-0.18989550603995844
1989-09-30,1989.75,-4.299438760602977,0.4114493239986354
1989-12-31,1990.0,3.940281961161528,-0.3084801681648682
1990-03-31,1990.25,-9.388246992029918,-0.7039350640309475
1990-06-30,1990.5,3.1721432310572615,-0.20236014400054184
1990-09-30,1990.75,-2.850606734807563,-2.9773969675769196
1990-12-31,1991.0,9.153617864112165,0.6915610605350365
1991-03-31,1991.25,0.35934872075265195,-0.47653181346394397
1991-06-30,1991.5,-0.8206278751283218,-1.1562326064893482
1991-09-30,1991.75,11.341765814978418,-0.5121912062527186
1991-12-31,1992.0,11.112981426747778,-1.7634927318472413
1992-03-31,1992.25,-8.678509851377113,-0.07197783466630206
1992-06-30,1992.5,8.311225248440858,-2.5364994462259607
1992-09-30,1992.75,11.545652329868922,-1.7578570872704482
1992-12-31,1993.0,-4.063361867596013,2.318339461370174
1993-03-31,1993.25,9.595811109939376,-0.36831236676476753
1993-06-30,1993.5,4.34291271380616,1.9838623916937879
1993-09-30,1993.75,4.962842320174376,1.759279274227569
1993-12-31,1994.0,-3.86735827114248,-0.6329895781726587
1994-03-31,1994.25,-11.129474058975125,-0.5759626275351182
1994-06-30,1994.5,-7.00404085966083,0.09500536440149923
1994-09-30,1994.75,-2.87029200112329,-0.2849227950107722
1994-12-31,1995.0,-4.532379430666578,3.32236911811129
1995-03-31,1995.25,8.482045571478116,-1.1578491380596305
1995-06-30,1995.5,12.547418722414376,1.3927888752939668
1995-09-30,1995.75,-0.22235236043774564,0.7108133186288342
1995-12-31,1996.0,7.6305026438238075,1.4761235052952355
1996-03-31,1996.25,-10.164139648624984,-2.270235001039764
1996-06-30,1996.5,-3.692743788283186,0.16763400990317046
1996-09-30,1996.75,0.3969576823740572,-0.30268413262221133
1996-12-31,1997.0,3.5453011483416783,0.9792690379672542
1997-03-31,1997.25,-6.811950781417904,-0.7763928467331328
1997-06-30,1997.5,5.0349766730734915,0.7027861367928577
1997-09-30,1997.75,4.780308601319132,1.3247629477447318
1997-12-31,1998.0,3.9525346841339357,2.3456296086925446
1998-03-31,1998.25,-0.17017421109655143,-0.0651488076906444
1998-06-30,1998.5,1.9101128924415114,1.7044474880101599
1998-09-30,1998.75,11.839066756221612,-0.615415396171277
1998-12-31,1999.0,-4.417141392591987,0.04903333164167219
1999-03-31,1999.25,-7.743219051783437,-1.4933816591444173
1999-06-30,1999.5,-6.13937117798201,-0.235986556869968
1999-09-30,1999.75,-2.0127138709989882,-0.7881839572961481
1999-12-31,2000.0,-6.560104113221559,0.00980966208888604
2000-03-31,2000.25,3.340936336894993,4.727478351159936
2000-06-30,2000.5,-0.3667261972814207,-0.7985033594003171
2000-09-30,2000.75,2.2781311534476485,-0.5823422283901898
2000-12-31,2001.0,7.69030869305728,0.8673084961133302
2001-03-31,2001.25,3.430071987979564,-2.7857716327442112
2001-06-30,2001.5,-4.08555066639492,-1.4832360203002897
2001-09-30,2001.75,12.035335790419532,-2.1467271147216227
2001-12-31,2002.0,-3.617787789204643,-0.6739360178713337
2002-03-31,2002.25,-4.19190159849796,-0.05358188370958834
2002-06-30,2002.5,10.444205824807815,-1.3437122327498752
2002-09-30,2002.75,16.90283397451585,0.9615625095127854
2002-12-31,2003.0,-0.17661770368391327,-0.6096593975037038
2003-03-31,2003.25,1.3310886826337462,-0.04577707303613819
2003-06-30,2003.5,5.242201781726769,1.3989545235159768
2003-09-30,2003.75,-2.8497628795803287,-1.465245685165156
2003-12-31,2004.0,-2.8558231173459903,-0.025605491104763706
2004-03-31,2004.25,6.439512521945436,0.87782052115768
2004-06-30,2004.5,-10.084814581851013,0.4657467167719182
2004-09-30,2004.75,6.250928449559166,1.9458721831322576
2004-12-31,2005.0,-1.6592843176252607,2.0313034677395216
2005-03-31,2005.25,-4.6900720125993915,2.8688038656514996
2005-06-30,2005.5,6.815704629596958,3.453233356446323
2005-09-30,2005.75,-6.789170413753877,-0.26304085375375513
2005-12-31,2006.0,-1.7863649571167721,1.1369055590584116
2006-03-31,2006.25,-7.484616578108072,-1.1478961781888777
2006-06-30,2006.5,-4.615059624368238,-0.21592243761168764
2006-09-30,2006.75,5.9019451415598345,1.6759846603859627
2006-12-31,2007.0,-2.563575421171215,0.46645679809009216
2007-03-31,2007.25,-0.210372835586082,-0.5048857139271685
2007-06-30,2007.5,-5.767115877112848,-0.3523193318524567
2007-09-30,2007.75,6.883658778350156,-1.078395091820024
2007-12-31,2008.0,8.842595790120571,-0.8981720493547075
2008-03-31,2008.25,10.921335587144451,-3.954412984770269
2008-06-30,2008.5,-9.016493823199133,2.6006199370559244
2008-09-30,2008.75,5.189009057386025,-1.601050574376857
2008-12-31,2009.0,23.68656861347455,5.516054038799792
2009-03-31,2009.25,-3.833446581396357,-3.1967034307642574
2009-06-30,2009.5,-10.093139769988387,-3.4797145417199205
2009-09-30,2009.75,5.481288295886053,1.1462322519394015
2009-12-31,2010.0,-4.534552833046749,-3.0910908205477927
2010-03-31,2010.25,2.3913330239181967,-0.7766477112289542
2010-06-30,2010.5,13.095669832326667,4.337773678617659
2010-09-30,2010.75,6.951911363305071,1.4769926087321006
2010-12-31,2011.0,-9.119645628286115,-4.09228528690587
2011-03-31,2011.25,-1.9606283922558907,-0.08674098678983705
2011-06-30,2011.5,6.568768673209534,-0.5411279947737938
2011-09-30,2011.75,17.73557329689816,12.385877158534361
2011-12-31,2012.0,1.510836717408448,0.7397545032472777
2012-03-31,2012.25,-4.718688399609072,-2.9964334171773164
2012-06-30,2012.5,7.353611973704511,6.089443664321597
2012-09-30,2012.75,0.5267449423440624,-0.45164965729670314
2012-12-31,2013.0,-1.6032398173526092,-0.4801160023959099
2013-03-31,2013.25,-1.4246148702782364,-1.277855865354268
2013-06-30,2013.5,-7.708723935574489,-2.2247458346255407
2013-09-30,2013.75,-0.6212658125738751,-2.0342444289379666
2013-12-31,2014.0,-4.124158312373803,-1.88907543563244
2014-03-31,2014.25,4.332002519976814,4.77592134923032
2014-06-30,2014.5,3.2348711510665287,2.099967634749125
2014-09-30,2014.75,0.7031553758961107,2.421404538650232
2014-12-31,2015.0,5.1866360149950035,4.802044520388517
2015-03-31,2015.25,4.443597766346447,1.4093621489907193
2015-06-30,2015.5,-6.357899048531378,-5.460567821732878
2015-09-30,2015.75,5.148621802720544,2.7350075055889613
2015-12-31,2016.0,-4.308579540962755,0.35683231149240063
2016-03-31,2016.25,8.580371203908093,2.911711190705299
2016-06-30,2016.5,5.139475506235722,3.4251004259094713
2016-09-30,2016.75,-2.3637932811467905,0.2007363480201283
2016-12-31,2017.0,-12.775834754342407,-5.948442129097868
