KYTREASNOX,TIDXFAM,TTERMTYPE,TTERMLBL,MCALDT,TMEWRETD
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/29/1988,0.000317
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/31/1988,-0.002552633
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/30/1988,0.011294345
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/29/1988,-0.000850572
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/31/1988,0.001928979
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/30/1988,0.012528706
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/31/1988,0.011061519
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/30/1988,-0.005143933
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/30/1988,0.001407848
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/1989,0.00883968
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/28/1989,-0.001656589
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/31/1989,0.004291538
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/28/1989,0.016844589
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/31/1989,0.016069385
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/30/1989,0.020921905
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/31/1989,0.016809089
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/31/1989,-0.008832789
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/29/1989,0.005106292
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/31/1989,0.017999907
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/30/1989,0.008958199
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/29/1989,0.002922599
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/1990,-0.000630372
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/28/1990,0.004548648
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/30/1990,0.002385076
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/30/1990,0.001460438
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/31/1990,0.017106718
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/29/1990,0.011523732
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/31/1990,0.012884214
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/31/1990,0.002437815
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/28/1990,0.008522553
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/31/1990,0.012158956
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/30/1990,0.011074778
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/31/1990,0.012970613
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/1991,0.009678325
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/28/1991,0.006322772
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/28/1991,0.004970532
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/30/1991,0.010224844
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/31/1991,0.006553405
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/28/1991,0.003038859
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/31/1991,0.009628894
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/30/1991,0.015788638
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/30/1991,0.012317179
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/31/1991,0.011968448
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/29/1991,0.011402822
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/31/1991,0.017555717
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/1992,-0.002337272
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/28/1992,0.002917314
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/31/1992,-0.001994011
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/30/1992,0.009881373
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/29/1992,0.010988816
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/30/1992,0.01254918
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/31/1992,0.013877651
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/31/1992,0.010587343
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/30/1992,0.011102417
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/30/1992,-0.008397072
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/30/1992,-0.003048346
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/31/1992,0.01073023
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/29/1993,0.012195484
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/26/1993,0.010518114
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/31/1993,0.004287667
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/30/1993,0.006779556
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/28/1993,-0.003745467
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/30/1993,0.008566913
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/30/1993,0.001595647
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/31/1993,0.01075454
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/30/1993,0.003225667
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/29/1993,0.001699248
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/30/1993,-0.000636788
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/31/1993,0.004022049
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/1994,0.006850104
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/28/1994,-0.008072579
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/31/1994,-0.006901182
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/29/1994,-0.005265147
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/31/1994,0.00101966
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/30/1994,0.002452228
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/29/1994,0.00936555
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/31/1994,0.003353586
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/30/1994,-0.003655279
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/31/1994,0.001872883
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/30/1994,-0.005404818
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/30/1994,0.001041927
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/1995,0.015696676
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/28/1995,0.015726352
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/31/1995,0.005713955
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/28/1995,0.009555683
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/31/1995,0.021333062
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/30/1995,0.005691384
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/31/1995,0.003273042
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/31/1995,0.006681537
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/29/1995,0.004754279
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/31/1995,0.00941316
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/30/1995,0.010189318
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/29/1995,0.008042573
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/1996,0.009199646
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/29/1996,-0.004942855
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/29/1996,-0.003120836
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/30/1996,0.000308431
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/31/1996,0.001433183
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/28/1996,0.00726505
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/31/1996,0.004357537
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/30/1996,0.002929139
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/30/1996,0.010403926
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/31/1996,0.013066359
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/29/1996,0.008161457
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/31/1996,-0.001298906
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/1997,0.004679745
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/28/1997,0.001492126
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/31/1997,-0.001745203
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/30/1997,0.008994976
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/30/1997,0.007099528
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/30/1997,0.007754136
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/31/1997,0.01309741
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/29/1997,-0.000907785
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/30/1997,0.009139551
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/31/1997,0.00799132
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/28/1997,0.001539073
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/31/1997,0.008180316
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/30/1998,0.011094412
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/27/1998,-0.000118013
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/31/1998,0.003963422
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/30/1998,0.00435359
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/29/1998,0.005561669
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/30/1998,0.005577399
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/31/1998,0.004892195
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/31/1998,0.017649526
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/30/1998,0.014244654
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/30/1998,0.004781455
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/30/1998,-0.001866795
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/31/1998,0.002909267
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/29/1999,0.003840598
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/26/1999,-0.007497137
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/31/1999,0.007412484
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/30/1999,0.002652751
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/28/1999,-0.002941766
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/30/1999,0.003792952
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/30/1999,0.002035063
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/31/1999,0.003376133
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/30/1999,0.00700397
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/29/1999,0.000918707
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/30/1999,0.001644124
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/31/1999,0.00054593
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/2000,-0.002444711
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/29/2000,0.006985809
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/31/2000,0.00706638
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/28/2000,0.001293092
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/31/2000,0.004851332
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/30/2000,0.011484421
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/31/2000,0.006555926
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/31/2000,0.00891544
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/29/2000,0.008342761
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/31/2000,0.005776555
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/30/2000,0.010954114
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/29/2000,0.014047705
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/2001,0.013942875
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/28/2001,0.007723398
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/30/2001,0.007680847
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/30/2001,0.001796893
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/31/2001,0.005428871
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/29/2001,0.00288811
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/31/2001,0.013642224
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/31/2001,0.00810881
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/28/2001,0.019984698
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/31/2001,0.012665853
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/30/2001,-0.007245479
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/31/2001,-0.002005519
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/2002,0.003579466
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/28/2002,0.006364885
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/28/2002,-0.010629267
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/30/2002,0.014154271
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/31/2002,0.005858245
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/28/2002,0.00994625
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/31/2002,0.016504749
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/30/2002,0.006376375
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/30/2002,0.011233225
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/31/2002,0.001998274
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/29/2002,-0.007405643
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/31/2002,0.013581038
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/2003,0.000582696
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/28/2003,0.006549591
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/31/2003,0.002588693
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/30/2003,0.00191869
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/30/2003,0.007084858
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/30/2003,0.001928925
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/31/2003,-0.008119023
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/29/2003,-0.002676151
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/30/2003,0.014151346
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/31/2003,-0.005513264
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/28/2003,-0.0020867
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/31/2003,0.007501114
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/30/2004,0.003112515
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/27/2004,0.006298606
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/31/2004,0.004559578
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/30/2004,-0.014500231
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/28/2004,-0.001920703
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/30/2004,0.000960542
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/30/2004,0.003984677
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/31/2004,0.0105615
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/30/2004,-0.001965071
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/29/2004,0.003973026
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/30/2004,-0.007191757
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/31/2004,0.002298061
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/2005,-0.000915751
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/28/2005,-0.004613881
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,3/31/2005,-0.000374931
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,4/29/2005,0.00651654
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,5/31/2005,0.005214697
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,6/30/2005,0.002021377
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,7/29/2005,-0.004751161
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,8/31/2005,0.008400138
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,9/30/2005,-0.004400698
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,10/31/2005,-0.001400848
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,11/30/2005,0.003699041
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,12/30/2005,0.003597359
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,1/31/2006,0.001531797
2000032,BONDMATPORT,6030,Fama Maturity Portfolios - > 24 and <= 30 Month,2/28/2006,-0.000218468
